Tweets,Likes,Retweets,Sentiment,User,Location
"@lesiavasylenko Explosions and fire at #Lviv following missle strikes。

阿弥陀佛，善哉善哉！ Amitabha, Zenza Zenza🙏🙏🙏!

#Ukraine #UkraineUnderAttack #UkraineRussia https://t.co/e8R4DO8HMZ",0,0,0,唐僧,
@RemainerV this is about support for UKRAINE. keep your nasty thoughts to yourself.,0,0,-1,jacquilyn clark,
"#Ukraine/#Russia 
@AndriySadovyi Mayor of #Lviv 40m
As a result of a missile strike in  Lviv, we have 5 people are wounded.
 We are updating the information. https://t.co/KkvJnqKVee",0,0,0,Outposts,
"Від початку війни понад 500 000 одиниць медикаментів Фонд Ріната Ахметова вже спрямував для Міністерства охорони здоров'я України 🇺🇦

Подробиці: https://t.co/EHw95WwhlS.

#Україна #Ukraine #StandWithUkraine https://t.co/XDn37QbbaB",1,0,0,ФК «Шахтар» Донецьк,Украина
"@OpIndia_com What if tomorrow the @POTUS says, I am the President of Ukraine? All symptoms of a man with an age not fit to be a President. 🤣",0,0,-1,Toruk Makto 🦅,India
@visegrad24 With what after the performance in Ukraine ? How is that meant to be a credible threat in any way,0,0,1,Helen,
"@Bundeskanzler @NATO @G7 Δεύτερος μήνας πολέμου στην Ουκρανία! Προφανείς εξελίξεις &amp; απρόβλεπτες συνέπειες- Επιχειρησιακό τέλμα ή επιτυχής στρατηγική; https://t.co/dtb7avsVKQ 

2 MONTHS WAR IN UKRAINE?VERY LONG TIME+NOTHING GOOD HAPPENS!BECAUSE U VOTERS ARE UNEDUCATED CHRISTIAN SHEEPS+VOTE ALLTIMES WRONG",1,1,1,CRYPTOLYMP ATARAXIA OCTAEXOPLANETS.SHOCKHERACULIX!,HERMETIC-ZOE-DELPHIPOLISUN ZOO
America is at a brain war with Russia and China. Starts before physical war @NATO agrees. Not doing anything un normal. @psgarrison I’m involved in the Ukraine war and the espionage. @RusEmbUSA,0,0,1,James neva,
"One month after the start of the war in #Ukraine, a remarkable protest action took place in the centre of Moscow on 24 March 2022: Activists hung a 10-metre Ukraine flag from the Crimean Bridge at around 7 a.m. local time in protest against the Ukraine war and ... 1/5 https://t.co/iG2qOAxgbD",0,0,1,Bauhaus Dessau,Dessau
Russia may be changing its strategy in Ukraine https://t.co/902gtS50cb via @CBSMornings,0,0,0,Kev,
A war unfolding - The struggle for Ukraine | DW Documentary https://t.co/oYGlqnVZSN,0,0,0,Carbonisotope12,"Earth, Milky Way, LG, Virgo SC"
@lesiavasylenko @olgatokariuk The longer they stay in Ukraine the more brutalised they will become,0,0,1,Sav,
"@JamesRuport I did. Completely agree with how annoying fiat is to move around - we’re trying to pay an employee in Ukraine right now and the damn wire transfer won’t go through.

Absolutely can’t wait till the whole world runs on crypto.",0,0,-1,blakelock.jpg,
"@PhilGiddingz @MaximEristavi @AJEnglish And also, this problem started since 2014 wen the US installed their own puppet president leading to a civil war. Since then the US has been sponsoring neo nazis in Ukraine n supporting the Ukraine govt bombing of donbas ehich killed over 13,000 civilians till date.",0,0,1,Tweetlawyer🇳🇬,
@deejaymcguire @madrid_mike He had NO choice to withdraw thanks to his predecessor.  It was always going to be a shit show to get out of there. Stop with the Monday morning quarterbacking and focus on saving democracy in Europe and in the U.S. Ukraine has a govt. that wants democracy Afghanistan did not.,0,0,1,Laurel E. Labdon,Cape Cod
#Ukraine https://t.co/8kaoUEjHy6,0,0,0,Bronisław Andrzej Bartusiak,
@mfa_russia @StateDept @MFA_Ukraine @RusembUkraine @RussiaUN @Dpol_un @OSCE_SMM @RusEmbUSA @RusBotschaft Cara de merda vai para o inferno junto com o merda do Putin o capeta os aguarda !!!,0,0,0,Welton Luis de Faria,"Ribeirão Preto, Brasil"
"@_JakubJanda Independence, freedom, free and fair trade, honor and self esteem is everything. #Ukraine",1,1,1,N. Michael Ross,West Coast
"@DorianGris2 @DanielGerritsen Let's not forget. All of this started in 2014 when the Nazis took over in Ukraine. People scream that Zelensky is a Jew but he's not. He's a Khazarian, a fake Jew who is best buddies with the Nazis and canceled all Leftist Parties a week ago.",1,0,1,Layla Shadilay 🌻,"Florida, USA"
@HannaLiubakova @sharethis #usa #eu @nato Rthe real #WarCriminals #barbaric #murders in #africa #iraq #libya #Afghanistan #Syria #yemen #nazi @EU_Commission #racist #Ukraine #soldiers use #nazi #symbols #farRight #west #kills #millions all over the #world @HRW @amnesty @unicef #DoubleStandards,0,0,1,I AM H,London- East End
#ukraine https://t.co/BHPA7FqBRu,0,0,0,Redwoods,
"Moscow City Duma member Sergey Savostyanov is calling for Russia not to limit their “special operation” to Ukraine. He wants them to launch a
full-scale offensive on Poland, Moldova, Kazakhstan, &amp; the Baltic states &amp; as part of their “demilitarization &amp; denazification” operation. https://t.co/Gigepkd1jC",19,19,1,"Caroline Orr Bueno, Ph.D",
@DefenceU @ZelenskyyUa Glory to Ukraine! Glory to the heroes! https://t.co/yIIp9VUYIo,0,0,0,pesrent,
"@Mamameongnew Of course they do. But it's not a 20th of the worlds wheat production.

Occam's Razor, Ukraine is a country of questionable morals. Inside the Ukraine, countries like the USA can conduct business that would otherwise be be illegal.

Like biochemical research laboratories.",0,0,-1,Servitude class citizen #NoWarButClassWar,unhoused
"Guerre en Ukraine : Navas accueille 30 réfugiés ukrainiens

https://t.co/VGfI1kbvSX",0,0,0,ROBBY TAHITI,papeete TAHITI 
"❗Missile strikes in Lviv.Five people were injured-the Head of Lviv Military Administration Maksym Kozytsky.
The threat of a missile strike is still there, and city residents are being asked to remain in shelters.

#StopPutin #StopRussia

#Ukraine #World #EU #US #CINA #INDIA",0,0,-1,Majid,
"Je vois très mal le destin de la droite divisée ! c’est du Billard pour #Macron après le Covid et l’Ukraine ! trop c’est trop, il est évident que cela va mal se terminer pour la France 🇫🇷",3,2,0,CÉSARELLA,"La Baule-Escoublac, France"
"@NelsonG18553950 @HannibalBarcids @OVargas52 Yes. 

Putin literally explained why he was attacking on the eve he announced the attack. He
- doesn't think Ukraine (or other former Soviet States) should exist
- wants them to be part of the Russian empire again

HTH.",0,0,1,Sir Alan B'Stard MP QC PhD KPMG,Rising Star of the New Right
"https://t.co/Mhjn0N9D6p
https://t.co/JOyuwGKGyG
I think we know view Nuland as ""getting ahead of the story"" with regards to biolabs in Ukraine.
Hunter Bidens company involved.
The same Hunter that the MSM/Tech/Intelligence all lied to us about.
And they say Putins a dictator...",0,0,0,Larry Brady,Dublin Ireland 
"@kporzee Hello, I am from Ukraine. I urge you to appeal to your authorities to block the flow of trade, cancel transport links with the aggressor, to stop serving Russian ships in ports. Help liberate our country from the aggressor. https://t.co/CIp2O3XY9l",0,0,0,Ольга,
Krieg in Ukraine: Biden lobt Polens Engagement für Flüchtlinge  https://t.co/M3KOJ68O6Y,0,0,0,Radsport - Cron,"56338 Braubach, Deutschland"
"@kim10491 @B52Malmet repercussions or humiliation for the country! To expose the cabal and to dismantle them are two different things that IMO isn't being done fast enough. To the world, our Democracy is in tatters and as impotent with enforcement of laws as NATO is w/ helping Ukraine at the moment",0,0,1,Jill Jones,Montreal 
"#Ukraine no longer saying where videos are taken, but they are happy to report another hit for #Bayraktar.

Cue the song? https://t.co/s9ez8uP7a9",3,0,1,Tim White,The North of England
@twitter @euronews @bbcnews @abc @cnn @cbsnews @gbnews @telegraph @oann @newsmax @nytimes @republic @indiatoday @wionews @cgtn_orig @dailycaller @RealAmVoice @RSBNetwork UKRAINE BREAKING NEWS:ANON GROUP HAS HACKED BANK OF RUSSIA &amp; WILL RELEASE SECRET FILES https://t.co/cDwGroeLb5,0,0,-1,NT,   ..........Global..........
"@NATO @NATOinUkraine yes but NO FLIGHT ZONE AND JETS, is not in task, i ask me why, maybe they wait that Ukraine is destroyed completely to have big huge contracts to rebuild it and earn a lot of money... braVO WEstern",0,0,1,Arson Cole,
"@KyivIndependent Fighters and tanks, European countries can't offer Ukraine. But Ukraine can pick it up. It's okay to steal, it's okay to rob. Anyway, just bring it back and use it. Governments say there is little they can do because the guards guarding the equipment are not willing to fight.",1,0,1,墨钜,"Beijing, China"
"The U.S. has formally accused Russia of war crimes in Ukraine. And the UN’s condemnation of the invasion, “has set the stage…moving forward with war crimes trials,” says legal expert @oonahathaway #Velshi https://t.co/poRDQQv3iG",42,13,1,Ali Velshi,New York/Philly/The World
Putin saw the Insurrection on 1/6 as a big fat hairy green light to attack Ukraine.  Not the big steal…but the big lie.,0,0,1,Rick Lapidus,
Russian soldiers release Ukraine town’s mayor and agree to leave after protests https://t.co/c3n64MQn7I #SmartNews,0,0,0,Adam Robert Thomas,"Westville, IN"
#Ukraine #UkraineUnderAttack https://t.co/VnWAZkpfhi,0,0,0,Tiger1978,"Chicago, IL"
@Tarissayang @SpokespersonCHN @CaoYi_MFA Well… neither do you since he was born early 19’s. Controversial figure in the history of Ukraine and irrelevant to the above statements of Serbs committing genocide on the Albanians in the Yugoslavian war.,0,0,1,dway,Earth
"@CFleches @TulsiGabbard @bdomenech The facts are, she pushed a narrative of “dangerous American bio labs,” at thee exact same time Russia was falsely accusing US of having bio weapons labs in Ukraine. While in Congress, Gabbard was privy to the ACTUAL treaty we had with Ukraine, ON THE EXACT NATURE.",0,0,-1,Jesse Diaz,Las Vegas
"@BeachPetey Russia invaded Ukraine with GOP/Fox approval, no matter how you try to revise history now. https://t.co/B6Zx6DAQ0Y",0,0,0,Benjamin Donkey 🇺🇦,United States
@DavidSacks @theallinpod @altcap David this is good stuff to read https://t.co/VwMVHb2qxI,0,0,1,Cryptoexpose,
@FuestClemens @HoffHenning https://t.co/HDoticrUbW,0,0,0,thinktank,
@POTUS THE ONLY THING I CAN DO TO NOT GO DOWN AS THE WORST PRES EVER! IS START A WAR W RUSSIA SO IM GOING TO GET NATO TO SUPPLY UKRAINE W/ JUST ENOUGH HELP TO FORCE PUTINS HAND &amp; BRING US ALL TO WAR! THEN I WONT BE THE PRES THAT DESTROYED THE DEMOCRATS BY PROVING THEIR WAYS DONT WORK!,0,0,-1,LWBFJB,
@ukraine_world Kudos ukraine,0,0,0,Borsighiana,
"@SecBlinken Please don’t discuss any US security issues with the Putin lackey backstabbing Israelis. Israel is not a friend of Ukraine, the USA or NATO.",0,0,0,noproblem,"Florida, USA"
The trading arm of Russia’s gas giant Gazprom is under increasing pressure as clients and peers flee in response to the war in Ukraine https://t.co/1Ku8gd4tsC,11,8,0,Bloomberg,New York and the World
Resilient Ukraine band #Amazing #Ukraine #UkraineUnderAttack #EdSheeran 💙💛 https://t.co/Lwquvh6nsy,0,0,1,RoseMarie Dempsey,"Clonakilty, Ireland"
"@vestager @BalancedEurope Stop any traffic of goods and transport from/to the russian federation. Show your support in actions! This step will help russians understand that all people are united in their support for peaceful and independent #Ukraine !
#banrussia https://t.co/9OLAIbN93d",0,0,1,Pavlo🇺🇦,Україна
Last Sunday in march - what to do? Tune into Up Close 11 am @ABC7NY    @SenatorMenendez on Ukraine and #stpetersuniversity. @GovNedLamont on eliminating gas tax in Connecticut. And @rickklein and @HSheinkopf on Biden and Clarence Thomas and #KBJConfirmationHearing,0,0,0,Bill Ritter,New York
Our dear colleague Anastasiya from V.N. Karazin Kharkiv National University arrived at @KU_Leuven last week and showed some moving art from the city under fire at our Ukraine debate @artskuleuven last Wednesday. https://t.co/Kvow9PEXhg,2,0,0,Lien Verpoest,"Leuven, Belgium"
@MeowZeDingDong @AdamDaviesPod @michaelmalice The world isn’t getting closer to a nuclear Holocaust. That’s again the narrative being spun. This is about globalism vs nationalism. Everytime we see Zelenski it’s like another propo scene from the Hunger Games. Ukraine isn’t even a nato country. 1/2,0,0,0,Rody,
@GlblCtzn @UNEP @GlblCtznImpact @GlblCtznUK #ARMY #Ukraine #UkraineUnderAttack #RussianUkrainianWar #Russian #RussianWarCrimes #StopWar #putinpuppet #FridaysForFuture #PeopleNotProfit https://t.co/jc4HkLtO97,0,0,0,Apara David Oloruntobi,"Lagos, Nigeria"
"Від початку війни понад 500 000 одиниць медикаментів Фонд Ріната Ахметова вже спрямував для Міністерства охорони здоров'я України 🇺🇦

Подробиці: https://t.co/3rRa9NAbci.

#Україна #Ukraine #StandWithUkraine",1,0,0,⚒FC SHAKHTAR DONETSK,Ukraine
"Quand Özil à pris la parole pour parler des +1M Uïghurs qui ce font massacrer dans des camps de concentration en Chine, #Arsenal c’est distancié du jouer parce que ils veulent pas ce mêler dans des conflits politiques. Par contre on a vite retourner la veste pour #Ukraine hein… https://t.co/XijBxndbfa",0,0,0,Demande a ta zus🇲🇦,Bxl/48
@DefenceU @ZelenskyyUa Victory will be on the side of the Good! @ZelenskyyUa &amp; the people of #ukraine are Hero's that we are all indebted as they have single handedly fought against #autocracy and facing so much horror &amp; loss! #GloryToTheHeroes #GloryToUkraine 🌻🇺🇦💛💙,0,0,1,Sandy P,"London, Ontario"
@JorgBrinkmann @S8gy2AEgVRHyS2Q Glory Ukraine,1,0,0,Alpha26Romeo,
When the United States says it supports Ukraine.Whats impressive is astroturfing the social media feeds of every western aligned country especially among smaller economies,0,0,1,Carlos Marcus,
#Ukraine #UkraineRussiaWar #UkraineUnderAttack #COVID19 https://t.co/1zOe4wsLH8,0,0,0,Octubre,
"That’s what they’re fighting for, Washington’s “pivot to Asia”. As the author of the WSWS article admits:
“It is clear that what is involved is not only a war in Ukraine, but a campaign by the US and NATO imperialist powers for war against Russia and a redivision of the world.”",0,0,1,Caleb Miles,"England, United Kingdom"
Say No to a ‘No-Fly Zone’ in Ukraine https://t.co/RY6SOBQsf9,0,0,-1,Don Doornbos,"Binghamton, NY"
"""Qatar Energy CEO Saad Sherida al-Kaabi also later said that his nation likely couldn't help 'immediately' with sending more gas to Europe.""
May the world oil markets remember this Qatar failure to help restore humanity &amp; render Putin impotent.
https://t.co/7clh0kicV8 via @Yahoo",1,1,1,Robert Nagy,
@ukraine_world Thank you 🇺🇦 from Australia 🇦🇺,1,0,0,TreasureHunt2020,
"@ArmedForcesUkr Fighters and tanks, European countries can't offer Ukraine. But Ukraine can pick it up. It's okay to steal, it's okay to rob. Anyway, just bring it back and use it. Governments say there is little they can do because the guards guarding the equipment are not willing to fight.",0,0,1,墨钜,"Beijing, China"
"@IsraelinGermany warum hält Israel es immer noch mit dem Mörder Putin, der den 1. jüdischen Präsidenten der Ukraine ermorden will? https://t.co/xWKeULKa3s",0,0,0,Patricia Feldhoff 🇺🇦🇪🇺🕯#FBPE,
@georgegalloway The one failure in that logic is that The Ukraine are notoriously shit. It wouldn’t fly. You could also offer it to Scotland. As an apology/sympathy for a shit First Minister. Where would it ever end?,1,0,1,Andy,
"@EP_President The 'state structur' of Eastern Ukraine existed before 18th, the name 'ukraine' has only existed since 19th. The ""independent"" East was invaded by Ger-Ukr in 1918, in 1942, and New Ukraine in 2014. The Eastern 'state' was suppressed by the Soviets forced attached to Ukr. in 1919",0,0,-1,lionel,
